title,company,seniority_level,max_salary,company_size,work_type,company_rating,applies
Software Engineer,IBM,Senior,143228,1001-5000,Remote,4.6,6
Product Manager,Amazon,Mid,131921,1001-5000,Hybrid,3.2,17
HR Manager,IBM,Entry,54868,1001-5000,Remote,4.6,49
Marketing Manager,Intel,Entry,59786,5001+,On-site,3.5,120
Financial Analyst,Salesforce,Mid,90426,1001-5000,Hybrid,4.4,523
Financial Analyst,Oracle,Mid,92568,1-50,Remote,3.6,11
UX Designer,Salesforce,Mid,117065,1001-5000,On-site,4.1,330
Sales Representative,Google,Mid,72517,201-1000,On-site,3.7,25
Software Engineer,Microsoft,Senior,149387,5001+,On-site,3.7,14
Data Scientist,Enterprise Corp,Entry,72065,201-1000,Remote,3.8,5
DevOps Engineer,Microsoft,Lead,212052,1001-5000,Remote,4.7,16
Financial Analyst,Salesforce,Senior,136294,51-200,Remote,2.8,57
Product Manager,Google,Entry,77579,1001-5000,Remote,3.3,26
DevOps Engineer,Mid-size Corp,Mid,102170,201-1000,On-site,2.3,104
HR Manager,Startup A,Entry,44734,1001-5000,Hybrid,3.6,8
Data Scientist,Uber,Entry,81078,201-1000,On-site,3.7,19
Financial Analyst,Uber,Lead,143688,1001-5000,On-site,3.5,42
Backend Developer,Netflix,Lead,192328,201-1000,Remote,3.5,20
Operations Manager,Microsoft,Mid,97122,5001+,Remote,4.2,35
Operations Manager,Salesforce,Senior,120635,5001+,Remote,3.4,620
Software Engineer,IBM,Mid,124124,201-1000,On-site,4.2,25
Product Manager,Intel,Senior,206365,1-50,Hybrid,5.0,15
Backend Developer,Apple,Lead,182599,51-200,On-site,3.4,42
Frontend Developer,Oracle,Mid,113010,201-1000,Hybrid,4.4,29
Marketing Manager,Enterprise Corp,Director,195027,5001+,Remote,4.4,1
Product Manager,Startup A,Mid,122797,1-50,Hybrid,3.8,43
Product Manager,Apple,Senior,162378,5001+,Hybrid,3.7,55
Marketing Manager,Microsoft,Entry,60344,5001+,Remote,3.6,6
Product Manager,Amazon,VP,326139,201-1000,On-site,3.2,33
Sales Representative,Uber,VP,186026,1-50,Hybrid,3.0,26
Backend Developer,Microsoft,Mid,123284,201-1000,Remote,4.9,25
Product Manager,Netflix,VP,385869,1001-5000,Hybrid,3.7,331
HR Manager,Amazon,Senior,128013,201-1000,Hybrid,3.3,12
Product Manager,Oracle,VP,323057,201-1000,On-site,5.0,368
Frontend Developer,Amazon,Director,245515,201-1000,Remote,3.6,3
DevOps Engineer,Salesforce,Senior,149547,201-1000,Hybrid,3.2,154
Business Analyst,Microsoft,Mid,93054,1001-5000,On-site,4.6,68
Operations Manager,Amazon,Entry,67248,1-50,Hybrid,5.0,696
Machine Learning Engineer,Airbnb,Senior,163745,51-200,Remote,3.1,54
Financial Analyst,Intel,Senior,113684,1001-5000,Hybrid,3.9,236
Financial Analyst,IBM,Senior,131430,201-1000,On-site,4.3,49
UX Designer,Enterprise Corp,Mid,95928,5001+,Remote,3.9,8
Frontend Developer,Oracle,Mid,116704,51-200,On-site,4.2,19
Machine Learning Engineer,Intel,Senior,208791,1001-5000,On-site,3.9,2
Data Scientist,IBM,Director,245685,1001-5000,On-site,3.8,1
Financial Analyst,Meta,Lead,142285,201-1000,Remote,3.8,10
Financial Analyst,Enterprise Corp,Entry,62583,1-50,Remote,3.6,9
Data Scientist,Mid-size Corp,Mid,143064,1001-5000,Remote,5.0,1
HR Manager,Startup A,Lead,118892,51-200,Remote,4.2,55
Sales Representative,Airbnb,Lead,132957,201-1000,On-site,3.5,201
UX Designer,Startup A,Senior,130190,1-50,Hybrid,3.9,27
DevOps Engineer,Oracle,Entry,77612,201-1000,On-site,3.8,8
HR Manager,Google,Senior,123251,1-50,On-site,3.6,13
Sales Representative,Apple,Senior,118229,5001+,Remote,3.8,17
Data Scientist,Apple,VP,339200,201-1000,Remote,4.4,13
HR Manager,Oracle,Mid,72313,201-1000,Hybrid,3.9,13
Business Analyst,Mid-size Corp,Director,176684,1001-5000,On-site,3.1,24
Business Analyst,Airbnb,Mid,77810,1001-5000,Hybrid,3.6,9
Product Manager,Airbnb,Senior,157882,1001-5000,On-site,4.1,80
HR Manager,Startup B,Mid,87265,51-200,Remote,3.6,74
Financial Analyst,Salesforce,Mid,83023,1001-5000,Hybrid,3.9,138
DevOps Engineer,Meta,Mid,114381,1-50,Hybrid,3.3,40
DevOps Engineer,Startup B,Mid,126765,201-1000,Hybrid,2.9,8
Financial Analyst,Google,Director,154122,201-1000,On-site,4.5,260
DevOps Engineer,Mid-size Corp,Senior,177928,201-1000,Hybrid,3.2,177
Product Manager,Startup B,Mid,141251,51-200,Hybrid,4.2,11
Frontend Developer,Google,Entry,65110,5001+,Remote,4.4,74
Backend Developer,Netflix,Mid,104362,201-1000,Remote,3.1,12
Data Scientist,Uber,Mid,128017,1001-5000,Remote,4.4,257
Sales Representative,Oracle,Mid,84520,51-200,Remote,4.2,212
DevOps Engineer,Meta,Entry,75161,201-1000,Hybrid,4.7,5341
HR Manager,Startup B,Mid,76197,51-200,Remote,2.8,85
DevOps Engineer,Enterprise Corp,Senior,169472,1001-5000,Hybrid,2.9,7
DevOps Engineer,Intel,Mid,135511,1-50,Hybrid,3.4,52
Operations Manager,Enterprise Corp,Director,181764,51-200,Remote,3.5,8
Software Engineer,Intel,Mid,103116,201-1000,On-site,3.2,7
Product Manager,Mid-size Corp,Entry,93972,51-200,Remote,1.9,172
Business Analyst,Microsoft,Senior,128891,1001-5000,Hybrid,4.1,127
Frontend Developer,Uber,Director,221126,51-200,On-site,3.5,3
Backend Developer,Meta,Lead,170626,201-1000,Hybrid,4.3,11
Backend Developer,Uber,Mid,111305,1-50,Hybrid,2.5,16
DevOps Engineer,IBM,VP,363656,201-1000,Hybrid,3.9,20
UX Designer,Microsoft,Senior,161884,201-1000,Hybrid,4.0,58
Operations Manager,Netflix,Lead,124385,51-200,Hybrid,3.0,35
UX Designer,Apple,Mid,92216,1001-5000,Hybrid,3.7,23
Data Scientist,Oracle,Senior,153081,201-1000,Hybrid,3.5,44
Frontend Developer,Mid-size Corp,Lead,187760,51-200,Hybrid,2.9,15
Frontend Developer,Startup A,Mid,95927,51-200,Hybrid,3.2,26
Backend Developer,Uber,Mid,110069,1001-5000,Remote,3.4,1
Software Engineer,Amazon,Director,272355,201-1000,Hybrid,3.3,11
Operations Manager,IBM,Director,156813,51-200,Remote,4.1,3
UX Designer,Salesforce,Mid,117137,5001+,On-site,3.9,74
HR Manager,Salesforce,Senior,110284,51-200,Hybrid,4.9,81
Business Analyst,Enterprise Corp,Entry,58960,1-50,Hybrid,4.9,12
Sales Representative,IBM,Senior,106435,51-200,On-site,3.7,8
Business Analyst,IBM,Entry,50747,51-200,Hybrid,3.8,3
HR Manager,Mid-size Corp,Senior,123181,201-1000,Remote,3.1,78
Product Manager,Enterprise Corp,Lead,192239,1-50,Remote,4.5,49
Business Analyst,IBM,VP,210560,1-50,Hybrid,4.3,8
Marketing Manager,Mid-size Corp,VP,227296,1001-5000,On-site,3.9,18
Software Engineer,Startup A,Lead,209171,1-50,On-site,4.5,98
Backend Developer,Google,Mid,107643,1001-5000,Hybrid,3.7,169
Software Engineer,Uber,Mid,109651,201-1000,Hybrid,4.0,33
Product Manager,Salesforce,Mid,113625,51-200,Hybrid,4.2,62
Product Manager,Startup B,Entry,79233,51-200,Hybrid,3.9,111
Product Manager,Google,Mid,121573,5001+,Hybrid,4.1,320
DevOps Engineer,Oracle,Entry,79202,1001-5000,On-site,4.3,9
Data Scientist,Airbnb,Lead,187699,201-1000,On-site,3.6,29
Product Manager,Startup A,Mid,132995,201-1000,On-site,2.4,693
DevOps Engineer,Startup B,Lead,192055,5001+,Remote,3.0,49
Product Manager,Google,Lead,181184,1001-5000,Hybrid,4.5,12
Financial Analyst,Enterprise Corp,Mid,85925,201-1000,On-site,4.5,1
Software Engineer,Mid-size Corp,Entry,70249,51-200,On-site,4.3,130
Frontend Developer,Uber,Entry,79675,51-200,Remote,3.6,88
Machine Learning Engineer,Startup A,Director,238685,1001-5000,Hybrid,3.2,112
Business Analyst,Microsoft,Director,194835,201-1000,Remote,3.2,186
Product Manager,Oracle,Mid,133484,201-1000,Remote,3.2,24
Marketing Manager,Apple,Entry,69539,5001+,On-site,4.2,26
UX Designer,Salesforce,Entry,63761,51-200,Hybrid,3.9,27
Sales Representative,Amazon,Mid,82140,1-50,On-site,3.1,31
Product Manager,Amazon,Mid,133160,5001+,Remote,2.9,93
UX Designer,Startup B,Senior,131927,51-200,Hybrid,4.8,11
Marketing Manager,Startup A,Mid,100465,201-1000,Hybrid,3.8,54
Marketing Manager,IBM,Entry,60819,1001-5000,Remote,2.6,22
Marketing Manager,IBM,Senior,145089,51-200,Remote,3.8,19
Backend Developer,Airbnb,Senior,161868,1001-5000,Hybrid,3.6,17
Backend Developer,Mid-size Corp,Senior,181800,51-200,On-site,4.0,85
Sales Representative,Enterprise Corp,Lead,137676,1001-5000,On-site,3.9,5
Machine Learning Engineer,Airbnb,Lead,240874,1001-5000,Remote,4.0,55
Financial Analyst,Oracle,Senior,115881,201-1000,On-site,5.0,99
Sales Representative,Intel,Lead,137131,51-200,Hybrid,3.8,19
Business Analyst,Enterprise Corp,Mid,87046,51-200,On-site,4.0,7
UX Designer,Netflix,Mid,93154,1-50,Remote,4.7,46
Software Engineer,Mid-size Corp,Mid,118969,51-200,On-site,3.2,34
Financial Analyst,Uber,Mid,94923,1001-5000,Remote,3.0,61
Data Scientist,Oracle,Mid,124193,201-1000,Remote,4.5,45
Machine Learning Engineer,Mid-size Corp,Entry,91509,5001+,Hybrid,4.4,467
Operations Manager,IBM,Entry,56583,5001+,Hybrid,4.8,41
Sales Representative,Google,Entry,45874,201-1000,Remote,2.9,24
UX Designer,Startup B,Lead,150455,1001-5000,Hybrid,4.7,18
Product Manager,Google,Entry,86126,51-200,Hybrid,3.2,155
Frontend Developer,Microsoft,Mid,117866,51-200,Remote,3.9,134
Backend Developer,IBM,Entry,71967,1001-5000,Hybrid,3.9,79
Marketing Manager,Enterprise Corp,Mid,90766,1001-5000,Hybrid,4.5,1248
Operations Manager,Apple,Mid,91841,201-1000,On-site,2.7,9
HR Manager,Google,Senior,120345,201-1000,Hybrid,3.0,5
Business Analyst,Enterprise Corp,Mid,75445,51-200,Hybrid,4.3,12
Machine Learning Engineer,Netflix,Mid,143162,51-200,On-site,4.3,101
Software Engineer,Startup B,VP,364704,1001-5000,Remote,3.8,12
Frontend Developer,Airbnb,Senior,176805,1-50,Remote,5.0,196
Business Analyst,Mid-size Corp,Lead,134567,201-1000,On-site,4.8,3045
Product Manager,Uber,Mid,122950,1001-5000,Hybrid,3.6,1359
UX Designer,Startup A,Senior,139419,51-200,Hybrid,2.6,71
Sales Representative,Meta,Director,157640,1001-5000,Hybrid,4.8,56
Business Analyst,Startup B,Entry,57800,51-200,Hybrid,3.6,11
Sales Representative,Oracle,Lead,107933,201-1000,On-site,3.6,37
Product Manager,Startup A,Mid,113258,201-1000,Remote,3.1,106
Software Engineer,Salesforce,Entry,86705,201-1000,Remote,4.0,43
Backend Developer,Startup A,Lead,181060,1-50,On-site,3.5,36
Marketing Manager,Uber,Mid,97276,1001-5000,On-site,3.7,89
Operations Manager,Apple,Mid,83852,201-1000,On-site,3.5,1
Backend Developer,Apple,Entry,64477,51-200,Remote,3.6,194
Business Analyst,IBM,Lead,122278,51-200,Remote,4.8,83
Backend Developer,Salesforce,Entry,78447,1001-5000,Hybrid,5.0,1
UX Designer,Uber,Senior,158939,5001+,Remote,4.4,131
Operations Manager,Apple,Mid,85287,201-1000,Hybrid,4.0,5
Data Scientist,Airbnb,Senior,178050,51-200,Hybrid,3.6,14
Backend Developer,Uber,Senior,138920,1001-5000,Remote,3.8,1
Sales Representative,Google,Mid,79167,5001+,Remote,2.6,471
UX Designer,Oracle,Entry,77325,201-1000,Remote,4.5,295
Data Scientist,Mid-size Corp,VP,385160,5001+,On-site,3.9,8
Product Manager,Uber,Mid,148694,5001+,Remote,3.7,90
Business Analyst,Uber,Entry,56647,51-200,Hybrid,2.3,42
Machine Learning Engineer,Google,Entry,86516,1001-5000,Hybrid,2.7,64
HR Manager,Apple,Lead,142840,1-50,Remote,4.5,67
UX Designer,Uber,Mid,111978,1001-5000,On-site,4.4,33
Machine Learning Engineer,Intel,Mid,150381,5001+,On-site,2.8,334
Product Manager,Microsoft,Senior,189192,51-200,On-site,3.4,86
Software Engineer,Mid-size Corp,Senior,155948,1-50,Hybrid,4.8,51
Financial Analyst,Microsoft,Senior,118325,51-200,Remote,4.0,1
Frontend Developer,Salesforce,Senior,145194,1001-5000,On-site,4.2,12
Sales Representative,Startup B,Senior,99796,201-1000,Hybrid,4.3,26
Backend Developer,Intel,Entry,63787,201-1000,Remote,3.4,116
Data Scientist,IBM,Mid,140933,5001+,Hybrid,4.0,6
Backend Developer,IBM,VP,274391,1001-5000,Hybrid,2.0,24
Operations Manager,Google,Mid,101476,201-1000,Remote,4.9,102
Marketing Manager,Netflix,Mid,105279,201-1000,Hybrid,4.7,92
Financial Analyst,Apple,Entry,54908,51-200,On-site,3.5,76
UX Designer,Uber,Entry,73814,51-200,Hybrid,3.7,391
Sales Representative,Startup B,Director,157989,51-200,On-site,3.0,153
Financial Analyst,Airbnb,Mid,86085,1001-5000,Hybrid,3.9,155
Software Engineer,Startup B,Lead,190217,5001+,On-site,3.1,102
HR Manager,Mid-size Corp,Mid,71013,5001+,Hybrid,2.5,23
Sales Representative,Amazon,Entry,51935,5001+,Hybrid,3.2,20
Data Scientist,Meta,Mid,139359,1001-5000,On-site,3.4,28
Software Engineer,Enterprise Corp,Senior,177740,1001-5000,On-site,4.2,59
UX Designer,Airbnb,Mid,114056,201-1000,Remote,3.7,1
Data Scientist,Oracle,Senior,158062,51-200,Hybrid,2.5,92
Frontend Developer,Meta,Mid,121891,1-50,On-site,4.2,26
Sales Representative,Amazon,Director,152197,1001-5000,Remote,4.1,46
UX Designer,Google,Senior,154057,5001+,Remote,3.9,77
Sales Representative,Google,Director,159376,51-200,On-site,4.9,22
Software Engineer,Startup B,Senior,158119,201-1000,Remote,4.4,4
HR Manager,Google,Entry,50806,51-200,On-site,3.6,110
Operations Manager,Uber,Senior,107328,1001-5000,Remote,3.8,206
Product Manager,Netflix,VP,372064,51-200,Hybrid,4.5,73
UX Designer,Amazon,Mid,97016,201-1000,Hybrid,3.7,105
HR Manager,Startup A,Director,141318,201-1000,Hybrid,2.3,24
Software Engineer,Startup B,Lead,215219,51-200,On-site,3.4,68
Backend Developer,Amazon,Lead,188752,51-200,Remote,3.7,16
Machine Learning Engineer,Microsoft,Mid,120706,201-1000,Hybrid,2.6,237
Machine Learning Engineer,Mid-size Corp,Senior,186452,1001-5000,On-site,4.0,14
Sales Representative,Oracle,Entry,42517,201-1000,On-site,4.3,380
Backend Developer,Meta,Senior,149329,201-1000,Hybrid,4.4,40
Marketing Manager,Netflix,Senior,152472,51-200,Remote,3.1,120
Operations Manager,Netflix,Mid,102167,1001-5000,Hybrid,4.2,1660
UX Designer,Meta,Senior,136573,5001+,On-site,3.3,56
DevOps Engineer,Salesforce,Senior,183521,1-50,Hybrid,3.2,4
Sales Representative,Uber,Entry,44647,51-200,Hybrid,5.0,28
Marketing Manager,Microsoft,Mid,100115,201-1000,Remote,5.0,1
Software Engineer,Startup B,Mid,109260,201-1000,Hybrid,3.5,246
Software Engineer,Apple,Lead,206786,1001-5000,Remote,3.6,5
Financial Analyst,Amazon,Mid,96450,1001-5000,Remote,4.1,7
Business Analyst,Airbnb,Senior,114963,1001-5000,On-site,2.7,3
Software Engineer,IBM,Director,275910,51-200,Remote,4.4,20
Backend Developer,IBM,Senior,173126,201-1000,Hybrid,3.5,44
UX Designer,Apple,Entry,74793,201-1000,Hybrid,3.0,5
Financial Analyst,Intel,Mid,78938,1001-5000,Hybrid,3.6,42
Software Engineer,Oracle,Entry,81950,1001-5000,Remote,3.0,43
Operations Manager,Netflix,Director,153429,1-50,Remote,4.5,15
HR Manager,IBM,Mid,74917,1001-5000,Remote,3.9,41
Backend Developer,Intel,Senior,182348,1001-5000,Remote,3.7,1
Product Manager,Meta,VP,405245,201-1000,Remote,5.0,5
Software Engineer,Startup B,Entry,77470,5001+,Hybrid,4.2,10
Business Analyst,Meta,Senior,111587,1001-5000,On-site,4.0,353
HR Manager,Intel,Senior,111907,1001-5000,Hybrid,3.3,3
Data Scientist,Startup B,Mid,135899,51-200,Hybrid,5.0,77
Financial Analyst,Apple,Entry,54243,51-200,On-site,4.2,116
Sales Representative,Netflix,Lead,105234,1001-5000,Remote,4.4,17
HR Manager,Apple,Lead,122757,51-200,Hybrid,2.5,1
Data Scientist,Google,Mid,115575,51-200,On-site,4.0,246
Frontend Developer,Mid-size Corp,Senior,162751,1001-5000,Remote,4.0,1
Marketing Manager,Google,Director,200121,5001+,Remote,3.3,73
Backend Developer,Oracle,Mid,125563,5001+,Hybrid,3.7,24
HR Manager,Google,Senior,126923,201-1000,On-site,3.3,6
Frontend Developer,Enterprise Corp,Senior,167902,1001-5000,Hybrid,4.4,32
Data Scientist,Startup B,Mid,112275,51-200,Hybrid,4.0,10
Operations Manager,Enterprise Corp,Entry,55256,201-1000,On-site,4.3,14
UX Designer,Startup A,Lead,187133,1001-5000,Hybrid,2.6,3
Sales Representative,Airbnb,Entry,45345,1001-5000,Hybrid,4.3,7
Data Scientist,Intel,Senior,195509,5001+,Remote,4.4,83
Data Scientist,Microsoft,VP,303755,51-200,On-site,3.9,14
Product Manager,Uber,Lead,217397,1001-5000,Remote,3.3,89
Data Scientist,Microsoft,Senior,150028,1001-5000,Hybrid,4.1,2
Sales Representative,Airbnb,Mid,76637,51-200,Hybrid,3.9,37
Operations Manager,Enterprise Corp,Entry,60174,201-1000,Hybrid,4.2,34
DevOps Engineer,Apple,Mid,128900,201-1000,Hybrid,4.7,144
Product Manager,Netflix,VP,332784,1001-5000,Hybrid,3.1,33
Sales Representative,Google,Senior,91585,1-50,Remote,3.1,11
UX Designer,Apple,Mid,95345,1001-5000,Remote,4.0,38
Machine Learning Engineer,Startup A,Entry,92652,5001+,Hybrid,4.2,13
Software Engineer,Oracle,VP,294138,5001+,Remote,3.5,72
DevOps Engineer,Amazon,Senior,158611,1001-5000,Remote,4.2,4
Sales Representative,Enterprise Corp,Entry,48543,1-50,Hybrid,2.0,113
DevOps Engineer,Amazon,Entry,72026,51-200,Remote,4.8,272
DevOps Engineer,Google,VP,373921,51-200,Hybrid,3.5,26
Machine Learning Engineer,Microsoft,Entry,94900,51-200,Remote,4.2,24
Machine Learning Engineer,Apple,Mid,150564,51-200,Remote,4.0,21
Data Scientist,Startup A,Lead,172766,201-1000,Hybrid,4.6,5
Marketing Manager,Apple,Mid,109011,201-1000,On-site,3.7,69
Frontend Developer,Microsoft,Mid,119756,5001+,Remote,3.7,17
Backend Developer,Amazon,Mid,102247,51-200,Hybrid,3.6,35
Frontend Developer,Oracle,VP,352465,201-1000,Remote,3.9,6
Backend Developer,Google,Mid,126103,1001-5000,Remote,3.7,40
Data Scientist,Google,Entry,75156,5001+,On-site,4.2,82
DevOps Engineer,Apple,Entry,82064,51-200,On-site,2.2,234
Frontend Developer,Salesforce,Senior,161190,201-1000,Remote,2.6,13
DevOps Engineer,Mid-size Corp,Senior,157678,51-200,Remote,4.2,42
Software Engineer,Enterprise Corp,Director,207632,1001-5000,Remote,4.4,820
Frontend Developer,Meta,Entry,76242,201-1000,Hybrid,4.0,119
Data Scientist,Uber,Mid,142946,201-1000,Remote,3.8,25
Machine Learning Engineer,Amazon,Mid,142863,201-1000,Hybrid,2.8,793
Backend Developer,Intel,Senior,140639,1-50,Hybrid,5.0,482
UX Designer,Oracle,Entry,72762,5001+,Hybrid,3.1,50
Data Scientist,Uber,Senior,188243,5001+,Hybrid,4.0,31
Sales Representative,Meta,VP,212923,1001-5000,Remote,3.8,33
Frontend Developer,Mid-size Corp,Mid,125097,201-1000,Hybrid,5.0,361
Business Analyst,Apple,Entry,64845,51-200,Hybrid,3.7,355
Backend Developer,Airbnb,Mid,109819,201-1000,Hybrid,4.0,19
Financial Analyst,Mid-size Corp,VP,229538,201-1000,Hybrid,4.4,4
Operations Manager,Intel,Entry,59300,201-1000,Remote,3.9,60
Machine Learning Engineer,Microsoft,Mid,129412,201-1000,Hybrid,3.2,124
Operations Manager,Mid-size Corp,Senior,143698,201-1000,Remote,4.1,75
UX Designer,Startup B,Senior,149720,201-1000,Hybrid,3.2,68
Software Engineer,Startup A,Entry,80761,51-200,Hybrid,4.0,111
Backend Developer,Startup A,Senior,156522,5001+,Remote,4.1,23
Financial Analyst,Microsoft,Lead,127765,1001-5000,Hybrid,3.8,514
DevOps Engineer,Salesforce,Senior,142122,1001-5000,On-site,3.3,85
Sales Representative,IBM,Entry,47387,201-1000,Hybrid,4.4,92
Marketing Manager,Oracle,Director,178394,1001-5000,On-site,3.0,345
HR Manager,IBM,Senior,101348,201-1000,Hybrid,3.6,2
Business Analyst,Mid-size Corp,Lead,152797,1001-5000,Remote,3.7,13
Product Manager,IBM,Senior,202999,51-200,Hybrid,4.1,1027
Marketing Manager,Netflix,Lead,143353,1001-5000,Hybrid,4.6,11
Data Scientist,Airbnb,Senior,160236,1001-5000,Remote,3.6,449
Marketing Manager,Uber,Director,173918,5001+,On-site,5.0,4
Sales Representative,Intel,Director,171680,51-200,Hybrid,3.9,6
HR Manager,Startup B,Director,147536,5001+,Remote,2.7,217
Business Analyst,Amazon,Entry,55152,201-1000,Hybrid,3.8,1
Financial Analyst,Meta,Senior,128634,5001+,Hybrid,4.1,8
Marketing Manager,Amazon,Lead,173942,1001-5000,On-site,4.0,1
Machine Learning Engineer,IBM,Senior,202584,1-50,Remote,4.2,36
Backend Developer,Apple,Senior,151205,201-1000,Remote,3.9,1
Marketing Manager,Salesforce,Entry,65883,201-1000,Remote,3.6,226
Frontend Developer,Salesforce,Lead,200915,5001+,Hybrid,5.0,66
Machine Learning Engineer,Startup A,Lead,237476,201-1000,Hybrid,4.0,483
UX Designer,Google,Mid,103742,1001-5000,Hybrid,4.6,110
Marketing Manager,Netflix,Lead,159466,1001-5000,On-site,3.9,17
Frontend Developer,Netflix,Entry,74897,51-200,Remote,3.7,51
Financial Analyst,Intel,Senior,112077,201-1000,Hybrid,4.2,3
Marketing Manager,Meta,Entry,54758,201-1000,On-site,3.6,64
HR Manager,Meta,Mid,84009,51-200,Hybrid,3.0,1
Machine Learning Engineer,Meta,Mid,148092,51-200,Remote,4.4,128
Backend Developer,Meta,Senior,158455,1001-5000,Remote,3.1,157
Machine Learning Engineer,Netflix,Director,296574,201-1000,Hybrid,3.6,6
Marketing Manager,Startup B,Senior,151886,1-50,On-site,3.6,12
Machine Learning Engineer,Microsoft,Mid,141834,51-200,Hybrid,3.4,85
Business Analyst,Microsoft,Entry,52970,201-1000,Hybrid,4.9,8
Operations Manager,Netflix,Senior,112335,51-200,Remote,3.3,22
HR Manager,IBM,Mid,86655,51-200,On-site,4.0,412
Product Manager,Startup B,Senior,179438,51-200,On-site,4.4,52
DevOps Engineer,Mid-size Corp,Lead,208710,201-1000,Remote,3.8,46
Product Manager,Startup A,VP,322069,51-200,Remote,4.4,39
Software Engineer,Salesforce,Senior,167670,201-1000,Hybrid,4.6,25
Operations Manager,Google,Entry,51090,201-1000,On-site,3.2,53
Data Scientist,IBM,Lead,219870,1-50,Hybrid,3.5,177
Backend Developer,Intel,Mid,121354,5001+,Hybrid,5.0,10
Financial Analyst,Mid-size Corp,Mid,81635,201-1000,Hybrid,4.9,169
DevOps Engineer,Salesforce,Entry,73760,201-1000,On-site,4.6,6
UX Designer,IBM,Senior,148329,51-200,Remote,3.4,1
Sales Representative,IBM,Mid,79866,1-50,Remote,3.1,3
DevOps Engineer,Uber,Entry,80517,1001-5000,Remote,4.8,145
Backend Developer,Startup A,Mid,119543,51-200,Hybrid,3.8,36
Backend Developer,Uber,Director,217049,51-200,On-site,3.2,126
Sales Representative,Salesforce,Mid,83230,51-200,On-site,2.8,358
Software Engineer,Apple,Senior,146965,51-200,Remote,2.7,111
Machine Learning Engineer,Startup A,Mid,131457,51-200,On-site,3.2,44
Marketing Manager,Uber,Lead,169104,201-1000,Remote,2.8,4
Operations Manager,Amazon,Mid,91206,51-200,Remote,2.9,45
Marketing Manager,Intel,Mid,83954,201-1000,Remote,5.0,2
Software Engineer,Microsoft,Mid,118764,201-1000,Hybrid,4.3,1
